用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
1553940493,拖拉星人Loading,f,金牛座,海南 海口,,,2010-03-11,信用较好,1848,178,426,Wingardium Leviosa.,https://m.weibo.cn/u/1553940493?,"https://tvax1.sinaimg.cn/crop.0.0.667.667.180/5c9f400dly8gdnoq3fromj20ij0ijq4s.jpg?KID=imgbed,tva&Expires=1754223784&ssig=0CZMFZ6jgh",https://wx1.sinaimg.cn/orj480/5c9f400dly8gdnoq3fromj20ij0ijq4s.jpg,33,1,False,-1,,
7031219273,Laura__23,f,,其他,,,2019-03-13,信用较好,4444,149,128,无需任何专业术语，人人都能读懂的经济趋势。,https://m.weibo.cn/u/7031219273?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007FQhktly8g11dacrmtzj30u00u0761.jpg?KID=imgbed,tva&Expires=1754223786&ssig=DZdAb7wZwr",https://wx1.sinaimg.cn/orj480/007FQhktly8g11dacrmtzj30u00u0761.jpg,4,1,False,-1,,
6398147141,Dokitou,f,巨蟹座,其他,,,2017-10-27,信用较好,4344,1277,912,🌸,https://m.weibo.cn/u/6398147141?,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/006YZYlDly8higxg1m37cj30e80e8mxx.jpg?KID=imgbed,tva&Expires=1754223788&ssig=N3IXthWXnS",https://wx4.sinaimg.cn/orj480/006YZYlDly8higxg1m37cj30e80e8mxx.jpg,4,5,False,-1,,
2135716644,夏天影视-A,f,1991-09-26  天秤座,广东 广州,,,2011-05-06,信用较好,18782,179,94,知名影视综艺博主,https://m.weibo.cn/u/2135716644?,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/002kxfsEly8gvpar6xh32j60e80e8q3d02.jpg?KID=imgbed,tva&Expires=1754223790&ssig=Wu7AGoslUW",https://wx2.sinaimg.cn/orj480/002kxfsEly8gvpar6xh32j60e80e8q3d02.jpg,4,0,False,-1,,
3800771057,曾和鲑鱼一起看漩涡鸣人逆流而上,f,,其他,,,2013-09-15,信用较好,2582,91,347,被禁言了,https://m.weibo.cn/u/3800771057?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/0049dEaZly8gv6pfsx39nj60ro0rodgf02.jpg?KID=imgbed,tva&Expires=1754223792&ssig=Cl2JaCTKXP",https://wx2.sinaimg.cn/orj480/0049dEaZly8gv6pfsx39nj60ro0rodgf02.jpg,14,2,False,-1,,
5605507362,济之南,f,1995-03-02  双鱼座,山东 济南,北京大学,济南新媒体有限公司,2015-05-11,信用较好,877,1321,58,济南最接地气的自媒体，在济南，爱济南！,https://m.weibo.cn/u/5605507362?,"https://tvax3.sinaimg.cn/crop.153.0.383.383.180/0067m8x4ly8gptl6sxl5wj30j60aptde.jpg?KID=imgbed,tva&Expires=1754223795&ssig=FeLmMUOfeD",https://wx3.sinaimg.cn/orj480/0067m8x4ly8gptl6sxl5wj30j60aptde.jpg,4,1,False,-1,,
2216096895,王腾逸_21,m,1991-01-21  水瓶座,辽宁,,,2011-07-03,信用较好,589,6483,411,始终坚持内心的信念和信仰,https://m.weibo.cn/u/2216096895?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/8416f47fly8hwzb2g3l60j20u00u0whb.jpg?KID=imgbed,tva&Expires=1754223797&ssig=zgB1vPDG8r",https://wx2.sinaimg.cn/orj480/8416f47fly8hwzb2g3l60j20u00u0whb.jpg,30,1,False,-1,,
5128402629,小小默19910325,f,射手座,福建 福州,,,2014-10-23,信用较好,1520,49,741,,https://m.weibo.cn/u/5128402629?,"https://tva2.sinaimg.cn/crop.0.0.110.110.180/005B4fNrjw1ell3xxx6e4j30320323yd.jpg?KID=imgbed,tva&Expires=1754223799&ssig=AQeX4y%2FiaX",https://ww2.sinaimg.cn/orj480/005B4fNrjw1ell3xxx6e4j30320323yd.jpg,14,0,False,-1,,
2844259293,豆豆包mama,f,,辽宁 沈阳,,,2012-07-01,信用较好,2474,140,223,热爱生活的人却越来越孤独,https://m.weibo.cn/u/2844259293?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/a987f3ddly8hq251giqt5j20u00u0429.jpg?KID=imgbed,tva&Expires=1754223801&ssig=iYuw8%2F06UV",https://wx3.sinaimg.cn/orj480/a987f3ddly8hq251giqt5j20u00u0429.jpg,9,0,False,-1,,
2177023174,美国Marlin,m,,上海 静安区,,,,,11,177,484,Since1952，专注温度传感器67年！,https://m.weibo.cn/u/2177023174?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/81c2bcc6ly8g4w4k6q7ogj20u00u03zo.jpg?KID=imgbed,tva&Expires=1754223808&ssig=Y9kpSXiHK2",https://wx4.sinaimg.cn/orj480/81c2bcc6ly8g4w4k6q7ogj20u00u03zo.jpg,19,4,True,2,上海浦斯拓电子科技有限公司,
1065772667,一罐沙茶酱,f,,台湾,,,2009-11-29,信用较好,5732,11000,1171,微信yushacha02 沙茶家的店铺微,https://m.weibo.cn/u/1065772667?,"https://tvax3.sinaimg.cn/crop.0.0.684.684.180/3f86667bly8g2yij8tqfzj20j00j0t9d.jpg?KID=imgbed,tva&Expires=1754223810&ssig=QTCcQWTkIj",https://wx3.sinaimg.cn/orj480/3f86667bly8g2yij8tqfzj20j00j0t9d.jpg,40,6,False,-1,,
1842564271,朱西娅,f,,湖南 长沙,,,2010-10-30,信用较好,5972,2704,1279,胜败无常，给自己留条后路,https://m.weibo.cn/u/1842564271?,"https://tva4.sinaimg.cn/crop.0.0.180.180.180/6dd34cafjw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1754223812&ssig=rEq4FHf3y%2B",https://ww4.sinaimg.cn/orj480/6dd34cafjw1e8qgp5bmzyj2050050aa8.jpg,12,1,False,-1,,
3176558495,心禾馨语,f,1990-10-22  天秤座,河南 郑州,,,2012-12-07,信用较好,601,278,348,你的心禾有我陪伴,https://m.weibo.cn/u/3176558495?,"https://tvax1.sinaimg.cn/crop.0.0.664.664.180/bd566f9fly8gn5v0jo9alj20ig0ig3zm.jpg?KID=imgbed,tva&Expires=1754223816&ssig=pRr2497sxw",https://wx1.sinaimg.cn/orj480/bd566f9fly8gn5v0jo9alj20ig0ig3zm.jpg,19,0,False,220,,
6435169879,吃货配美食涂任何,m,双鱼座,江西,,,2017-12-16,信用一般,799,75,1,,https://m.weibo.cn/u/6435169879?,"https://tvax1.sinaimg.cn/crop.0.0.749.749.180/0071vjEzly8fmiih5h23hj30kt0ktabg.jpg?KID=imgbed,tva&Expires=1754223818&ssig=pU21E2Yl70",https://wx1.sinaimg.cn/orj480/0071vjEzly8fmiih5h23hj30kt0ktabg.jpg,4,0,False,-1,,
1462297110,睡不醒的花喃,f,巨蟹座,其他,,,2011-04-20,信用较好,1436,108,333,喜欢就买，不行就分，多喝热水，重启试试。,https://m.weibo.cn/u/1462297110?,"https://tvax3.sinaimg.cn/crop.0.0.896.896.180/5728e216ly8hio1ndwjo2j20ow0ow76p.jpg?KID=imgbed,tva&Expires=1754223820&ssig=z8EjCP5cd2",https://wx3.sinaimg.cn/orj480/5728e216ly8hio1ndwjo2j20ow0ow76p.jpg,35,6,False,-1,,
3780247820,潘大星co,f,2001-08-29  处女座,其他,,,2013-09-08,信用较好,860,166,456,请你一定不要让自己后悔,https://m.weibo.cn/u/3780247820?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/e152010cly8i3pav4kdhsj20u00u040b.jpg?KID=imgbed,tva&Expires=1754223822&ssig=HGvU3aG5xw",https://wx1.sinaimg.cn/orj480/e152010cly8i3pav4kdhsj20u00u040b.jpg,14,6,False,-1,,
6296464627,励志小袁,f,2014-01-01  摩羯座,江苏,南京航空航天大学将军路校区,娱乐圈,2017-06-25,信用较好,824,605,399,吵架不行 潜水再行 随心随性,https://m.weibo.cn/u/6296464627?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006S7k55ly8g7s4g86jtmj30u00u0agg.jpg?KID=imgbed,tva&Expires=1754223824&ssig=iyjXynq1D0",https://wx3.sinaimg.cn/orj480/006S7k55ly8g7s4g86jtmj30u00u0agg.jpg,4,4,False,-1,,
7385239207,然然睡个好觉,f,2003-09-21  处女座,江苏 南京,南京理工大学,,2020-02-03,信用较好,2000,627,93,健康开心最重要,https://m.weibo.cn/u/7385239207?,"https://tvax1.sinaimg.cn/crop.0.0.1023.1023.180/0083NI5ply8hw99vkk7v4j30sg0sfwi2.jpg?KID=imgbed,tva&Expires=1754223826&ssig=PzVbB6APVq",https://wx1.sinaimg.cn/orj480/0083NI5ply8hw99vkk7v4j30sg0sfwi2.jpg,0,6,False,-1,,
5285660384,小龍人Suki小号,f,,上海 闵行区,,,,,33778,11000,206,大号被恶意举报已被封.http://shop60525848.taobao.com/,https://m.weibo.cn/u/5285660384?,"https://tva4.sinaimg.cn/crop.0.1.638.638.180/005LI5IQjw8elaxr9xl19j30hq0hsq4e.jpg?KID=imgbed,tva&Expires=1754223828&ssig=VMsRzeOJhT",https://ww4.sinaimg.cn/orj480/005LI5IQjw8elaxr9xl19j30hq0hsq4e.jpg,48,6,True,2,淘宝小龍人Suki小号官方微博,
7249509918,月上弦77,f,1956-06-30  巨蟹座,其他,济宁师范专科学校,济南CBD中心幼儿园,2019-07-22,信用较好,1199,52,1217,唯爱云雷…一笑倾绝 只道少年无双 ！,https://m.weibo.cn/u/7249509918?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/007UCcHkly8g588rtxyltj30u00u0myt.jpg?KID=imgbed,tva&Expires=1754223831&ssig=Y4TsuWJzbc",https://wx2.sinaimg.cn/orj480/007UCcHkly8g588rtxyltj30u00u0myt.jpg,4,0,False,-1,,
5534004010,L莉丽安6,f,,其他,,,2015-02-24,信用较好,185,11,68,做一个积极向上的人，读温暖的句子，见阳光的人，眼里全是温柔与笑意。,https://m.weibo.cn/u/5534004010?,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/0062w7fcly8glgvmmhy6nj30ro0rojte.jpg?KID=imgbed,tva&Expires=1754223833&ssig=HX%2BH%2B71bKG",https://wx1.sinaimg.cn/orj480/0062w7fcly8glgvmmhy6nj30ro0rojte.jpg,3,0,False,-1,,
5782705413,debodeDOG,m,,其他,,,2015-12-05,信用较好,733,9,15,恐红、恐蓝,https://m.weibo.cn/u/5782705413?,"https://tvax3.sinaimg.cn/crop.0.0.664.664.180/006jlDQ9ly8fjtslffvokj30ig0ig0ue.jpg?KID=imgbed,tva&Expires=1754223835&ssig=GRgGqV3pcb",https://wx3.sinaimg.cn/orj480/006jlDQ9ly8fjtslffvokj30ig0ig0ue.jpg,4,0,False,-1,,
3184413080,喜欢格桑花,m,,北京,,,2013-02-25,信用较好,11843,853,934,,https://m.weibo.cn/u/3184413080?,"https://tva3.sinaimg.cn/crop.0.0.1080.1080.180/bdce4998jw8ez4ru3aizfj20u00u0n2r.jpg?KID=imgbed,tva&Expires=1754223838&ssig=PJrEJtPFff",https://ww3.sinaimg.cn/orj480/bdce4998jw8ez4ru3aizfj20u00u0n2r.jpg,9,1,False,-1,,
3349360640,辞职怎么就那么难,f,摩羯座,宁夏 银川,,,2013-04-21,信用较好,5063,89,106,半宅半腐的女汉纸一枚。。。,https://m.weibo.cn/u/3349360640?,"https://tvax2.sinaimg.cn/crop.0.0.1079.1079.180/c7a33000ly8hosqrp2p5dj20tz0tzgoy.jpg?KID=imgbed,tva&Expires=1754223840&ssig=%2FTVh%2F%2FKlE2",https://wx2.sinaimg.cn/orj480/c7a33000ly8hosqrp2p5dj20tz0tzgoy.jpg,9,0,False,-1,,
5642257554,苏菲娅ca,f,狮子座,广东 广州,,,2015-06-28,信用较好,3918,891,949,舌头是百体中最小的，却是能杀死人的利器,https://m.weibo.cn/u/5642257554?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/0069QkW6ly8hj2itzp8o1j30u00u0dkt.jpg?KID=imgbed,tva&Expires=1754223842&ssig=LpytGKpgh1",https://wx2.sinaimg.cn/orj480/0069QkW6ly8hj2itzp8o1j30u00u0dkt.jpg,9,0,False,-1,,
