用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
6469982236,抱bao奎葵,f,,其他,,,2018-03-07,信用较好,6684,240,486,舞台表情管理的神,https://m.weibo.cn/u/6469982236?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/0073RnWcly8i3qiphg8ulj30u00u0dj6.jpg?KID=imgbed,tva&Expires=1754056978&ssig=o8i%2B1racH5",https://wx3.sinaimg.cn/orj480/0073RnWcly8i3qiphg8ulj30u00u0dj6.jpg,9,6,False,-1,,
3564317752,青山黛玛天天开心版,f,狮子座,广西,百色高中,,2013-07-19,信用极好,1975,674,543,微博，记录老娘的臭脾气（镇魂版）,https://m.weibo.cn/u/3564317752?,"https://tvax1.sinaimg.cn/crop.0.0.960.960.180/d4732c38ly8i2ivv38b7fj20qo0qowgl.jpg?KID=imgbed,tva&Expires=1754056980&ssig=Wu%2BYOJgtGF",https://wx1.sinaimg.cn/orj480/d4732c38ly8i2ivv38b7fj20qo0qowgl.jpg,26,6,False,-1,,
1211693334,祁-莉,f,,北京 朝阳区,,,2009-09-14,信用较好,4715,295,512,,https://m.weibo.cn/u/1211693334?,"https://tva4.sinaimg.cn/crop.0.0.180.180.180/4838f916jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1754056982&ssig=vsIstDoPpv",https://ww4.sinaimg.cn/orj480/4838f916jw1e8qgp5bmzyj2050050aa8.jpg,30,6,False,-1,,
1629808944,宅猫乐园,m,1981-10-12  天秤座,上海 浦东新区,上海大学,,2011-09-17,信用较好,817,3814,271,www.kittiesland.com,https://m.weibo.cn/u/1629808944?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/6124e930ly8g7byegbd5pj20u00u0n2j.jpg?KID=imgbed,tva&Expires=1754056984&ssig=BvanIUVoh%2B",https://wx4.sinaimg.cn/orj480/6124e930ly8g7byegbd5pj20u00u0n2j.jpg,17,6,False,-1,,
6251356627,微微西部,m,1985-11-19  天蝎座,黑龙江,,,2017-05-23,信用较好,7,22,109,,https://m.weibo.cn/u/6251356627?,"https://tvax3.sinaimg.cn/crop.69.7.213.213.180/006P43qHly8fglx2d3fwaj30ao06odg0.jpg?KID=imgbed,tva&Expires=1754056986&ssig=Rcj%2BDQcPtz",https://wx3.sinaimg.cn/orj480/006P43qHly8fglx2d3fwaj30ao06odg0.jpg,9,0,False,-1,,
3345702964,妖魔鬼怪速离开-,f,1996-10-17  天秤座,海南,,,2013-05-13,信用较好,777,28,147,妖魔鬼怪 快离开🦎,https://m.weibo.cn/u/3345702964?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/c76b6034ly8hh10h5gcruj20u00u0jwp.jpg?KID=imgbed,tva&Expires=1754056990&ssig=8Wjn%2B72c%2Bo",https://wx2.sinaimg.cn/orj480/c76b6034ly8hh10h5gcruj20u00u0jwp.jpg,9,1,False,-1,,
5657505769,峰恋桃皓999,m,金牛座,四川 成都,,,2015-07-21,信用较好,192,29,29,,https://m.weibo.cn/u/5657505769?,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.180/006aSjH3ly8h4x1fwzb41j30ru0rvmyi.jpg?KID=imgbed,tva&Expires=1754056992&ssig=fMGvvAasW4",https://wx4.sinaimg.cn/orj480/006aSjH3ly8h4x1fwzb41j30ru0rvmyi.jpg,4,6,False,-1,,
6760033668,杨洋的花菜_n7l1OHUD,m,1998-06-21  双子座,河北,内蒙古师范大学鸿德学院,,2018-10-11,信用较好,20,7,179,,https://m.weibo.cn/u/6760033668?,"https://tvax1.sinaimg.cn/crop.0.0.100.100.180/007nupz6ly8fw4a64oatij302s02sdfv.jpg?KID=imgbed,tva&Expires=1754056994&ssig=EjFD6GuNwk",https://wx1.sinaimg.cn/orj480/007nupz6ly8fw4a64oatij302s02sdfv.jpg,4,0,False,-1,,
5315500279,庐州孙某,m,1996-01-20  水瓶座,安徽 合肥,,,2014-10-01,信用较好,1257,490,121,庐州美男子,https://m.weibo.cn/u/5315500279?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/005NJirtly8foimw1f8jbj30e80e874k.jpg?KID=imgbed,tva&Expires=1754056996&ssig=3Q5RgtB3GY",https://wx1.sinaimg.cn/orj480/005NJirtly8foimw1f8jbj30e80e874k.jpg,33,0,False,-1,,
2264787132,tracy小栽,f,,浙江 宁波,,,2011-07-24,信用较好,672,69,102,做回最开始的自己,https://m.weibo.cn/u/2264787132?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/86fde8bcly8hefably0e8j20u00u03zm.jpg?KID=imgbed,tva&Expires=1754056999&ssig=4X0n6%2BqGQP",https://wx4.sinaimg.cn/orj480/86fde8bcly8hefably0e8j20u00u03zm.jpg,9,0,False,-1,,
