用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
5872928997,爱吃奶的怪兽,f,1999-06-30  巨蟹座,其他,,,2016-02-27,信用较好,337,74,227,回不了头，也不能往回走，眼睛得往钱看了。,https://m.weibo.cn/u/5872928997?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006psd7fly8gkntib4t89j30u00u0jv0.jpg?KID=imgbed,tva&Expires=1753702483&ssig=eUIIKpxGLl",https://wx2.sinaimg.cn/orj480/006psd7fly8gkntib4t89j30u00u0jv0.jpg,9,1,False,-1,,
5488044292,whatsoever_四巡会在版,f,1997-12-28  摩羯座,广西,,,2015-02-22,信用较好,14636,324,183,be cool,https://m.weibo.cn/u/5488044292?,"https://tvax2.sinaimg.cn/crop.0.0.644.644.180/005Zph1qly8i3lz8cwmwnj30hw0hwjru.jpg?KID=imgbed,tva&Expires=1753702485&ssig=EZnSRCbtKw",https://wx2.sinaimg.cn/orj480/005Zph1qly8i3lz8cwmwnj30hw0hwjru.jpg,27,1,False,-1,,
6272198698,核刻大陆,m,2017-06-08  双子座,四川 成都,,不存在的世界,2017-06-08,信用较好,1839,5652,270,核刻大陆（HCLand）是一群狂热电子游戏爱好者组成的大陆 QQ群：660534434,https://m.weibo.cn/u/6272198698?,"https://tvax2.sinaimg.cn/crop.381.381.1314.1314.180/006Qtvp8ly8fhh6hd4q04j31kw1kwwh8.jpg?KID=imgbed,tva&Expires=1753702486&ssig=kU1oTyI%2FB9",https://wx2.sinaimg.cn/orj480/006Qtvp8ly8fhh6hd4q04j31kw1kwwh8.jpg,25,6,False,-1,,
3936332136,老衲只用飘柔啊,f,水瓶座,广东 汕头,,,2013-12-07,信用较好,572,236,208,,https://m.weibo.cn/u/3936332136?,"https://tva2.sinaimg.cn/crop.0.73.440.440.180/ea9fa968jw1ebjuvmvxkaj20c80gajs7.jpg?KID=imgbed,tva&Expires=1753702488&ssig=F3Wzdx5%2BXB",https://ww2.sinaimg.cn/orj480/ea9fa968jw1ebjuvmvxkaj20c80gajs7.jpg,7,0,False,-1,,
7407247583,一定会幸福的zhen,f,1999-06-07  双子座,新疆,,,2020-03-06,信用较好,909,20,393,一定会幸福的小宝宝！,https://m.weibo.cn/u/7407247583?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/0085i3tdly8hxyj3pt8vhj30u00u00wt.jpg?KID=imgbed,tva&Expires=1753702489&ssig=kDEyP%2FdMyP",https://wx4.sinaimg.cn/orj480/0085i3tdly8hxyj3pt8vhj30u00u00wt.jpg,0,1,False,-1,,
1410516947,喝啤酒的大猫猫,m,,其他,,,2011-11-09,信用极好,6589,741,706,,https://m.weibo.cn/u/1410516947?,"https://tva2.sinaimg.cn/crop.90.33.270.270.180/5412c7d3jw1e8yurowo51j20ci09cdh4.jpg?KID=imgbed,tva&Expires=1753702492&ssig=YMy8z%2BtuZs",https://ww2.sinaimg.cn/orj480/5412c7d3jw1e8yurowo51j20ci09cdh4.jpg,39,0,False,-1,,
5513167633,娜乌西卡_34039,f,1970-01-01  摩羯座,上海 闵行区,,,2015-02-09,信用较好,751,81,936,"Have gun,will travel.",https://m.weibo.cn/u/5513167633?,"https://tva3.sinaimg.cn/crop.0.0.640.640.180/00616GKBjw8eyxancty42j30hs0hsmxm.jpg?KID=imgbed,tva&Expires=1753702493&ssig=lX5dKkvi75",https://ww3.sinaimg.cn/orj480/00616GKBjw8eyxancty42j30hs0hsmxm.jpg,9,1,False,-1,,
5121022853,云中蓝百合,f,,其他,,,2014-04-20,信用较好,5527,142,258,,https://m.weibo.cn/u/5121022853?,"https://tvax1.sinaimg.cn/default/images/default_avatar_female_180.gif?KID=imgbed,tva&Expires=1753702494&ssig=QNwEjWdtMW",https://ss1.sinaimg.cn/orj480/default_avatar_female_180&690,34,0,False,-1,,
3872621763,SuperBigRabbit,f,1996-12-07  射手座,山东 济南,,,2013-10-26,信用较好,61,45,431,,https://m.weibo.cn/u/3872621763?,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/e6d384c3ly8gli0nfdsvfj20e80e8wew.jpg?KID=imgbed,tva&Expires=1753702496&ssig=FhZ23rDoft",https://wx2.sinaimg.cn/orj480/e6d384c3ly8gli0nfdsvfj20e80e8wew.jpg,9,0,False,-1,,
5510079559,人间游荡魂,f,双鱼座,其他,,,2015-02-05,信用较好,11104,199,562,大海啊都是尿,https://m.weibo.cn/u/5510079559?,"https://tva4.sinaimg.cn/crop.0.0.750.750.180/0060TJoXjw8f2de7vekdjj30ku0kut9j.jpg?KID=imgbed,tva&Expires=1753702498&ssig=F7nqzhT0xl",https://ww4.sinaimg.cn/orj480/0060TJoXjw8f2de7vekdjj30ku0kut9j.jpg,14,1,False,-1,,
