用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
1100910731,大艺术家是me,m,2002-04-25  金牛座,重庆,,魔仙堡影业,2014-03-01,信用较好,621,103,361,,https://m.weibo.cn/u/1100910731?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/419e908bly8gzwqataz83j20u00u0ab2.jpg?KID=imgbed,tva&Expires=1754336772&ssig=bW7%2Fwap8Nr",https://wx1.sinaimg.cn/orj480/419e908bly8gzwqataz83j20u00u0ab2.jpg,14,1,False,-1,,
6574009344,抬头看是爱情啊,f,2000-08-16  狮子座,其他,,,2018-06-13,信用较好,5798,158,324,谁能凭爱意要富士山私有,https://m.weibo.cn/u/6574009344?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/007aTS8Mly8hwo4ikqr2hj30e80e8q3g.jpg?KID=imgbed,tva&Expires=1754336774&ssig=wdEH4lj66K",https://wx1.sinaimg.cn/orj480/007aTS8Mly8hwo4ikqr2hj30e80e8q3g.jpg,9,6,False,-1,,
2071727511,四川师范大学历史文化与旅游学院,m,,四川 成都,,,,,11520,63000,451,走进历史的深邃，迈向旅游的宽广！【分团委+学生会】,https://m.weibo.cn/u/2071727511?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/7b7c0d97ly8gdi3bn6488j20u00u0777.jpg?KID=imgbed,tva&Expires=1754336776&ssig=BlULWo5%2B3%2B",https://wx4.sinaimg.cn/orj480/7b7c0d97ly8gdi3bn6488j20u00u0777.jpg,42,1,True,4,四川师范大学历史文化与旅游学院官方微博,
7129015415,拉萨维多利亚整形医院,m,,,,,,,195,74,80,咨询项目特惠私信：项目名称，就有客服为您解答啦！,https://m.weibo.cn/u/7129015415?,"https://tvax1.sinaimg.cn/crop.4.0.95.95.180/007MsCzBly8g2zo6mxj42g302s02sdfr.gif?KID=imgbed,tva&Expires=1754336778&ssig=KR6KwKK6dy",https://wx1.sinaimg.cn/orj480/007MsCzBly8g2zo6mxj42g302s02sdfr.gif,9,1,True,2,拉萨维多利亚整形医院,
7244738221,ZZSY_Destiny,f,2004-02-27  双鱼座,江苏 连云港,江苏师范大学泉山校区,,2019-07-19,信用较好,38,5,376,,https://m.weibo.cn/u/7244738221?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/007Uibmtly8hnxd3vu5hnj30e80e8aah.jpg?KID=imgbed,tva&Expires=1754336780&ssig=9y%2B7ESVTAs",https://wx1.sinaimg.cn/orj480/007Uibmtly8hnxd3vu5hnj30e80e8aah.jpg,0,0,False,-1,,
6193337004,暴躁柠檬精,f,狮子座,其他,,,2017-03-29,信用较好,3837,119,854,,https://m.weibo.cn/u/6193337004?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006L8BSkly8i3o8vscioaj30u00u077t.jpg?KID=imgbed,tva&Expires=1754336786&ssig=%2BgsGIQ0Giu",https://wx3.sinaimg.cn/orj480/006L8BSkly8i3o8vscioaj30u00u077t.jpg,9,6,False,-1,,
1776986453,独一无二的郭俊,m,白羊座,湖南 株洲,株洲市十三中,,2010-07-16,信用较好,299,15,63,,https://m.weibo.cn/u/1776986453?,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/69eaa955ly8gdsa6hjrmcj20ru0ruq4l.jpg?KID=imgbed,tva&Expires=1754336788&ssig=6bbKdf8L69",https://wx1.sinaimg.cn/orj480/69eaa955ly8gdsa6hjrmcj20ru0ruq4l.jpg,7,0,False,-1,,
3514657654,酱不发财不改名,f,1999-08-17  狮子座,其他,,,2013-06-07,信用较好,1378,271,611,只看自己喜欢的 我会分组 所以你别管我什么都发,https://m.weibo.cn/u/3514657654?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/d17d6b76ly8huw52gs49lj20u00u077r.jpg?KID=imgbed,tva&Expires=1754336790&ssig=tZtPs0RtyL",https://wx4.sinaimg.cn/orj480/d17d6b76ly8huw52gs49lj20u00u077r.jpg,17,2,False,-1,,
6194664701,小鼻要吃糖吗,f,2001-05-28  双子座,其他,,,2017-04-07,信用一般,8,1,3,吐槽博 和水后粉丝不共戴天,https://m.weibo.cn/u/6194664701?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/006LebgNly8h642j8etmmj30e80e8dg8.jpg?KID=imgbed,tva&Expires=1754336792&ssig=yNqGD1aR40",https://wx1.sinaimg.cn/orj480/006LebgNly8h642j8etmmj30e80e8dg8.jpg,0,0,False,-1,,
1817525627,冯锦鲤freya,f,水瓶座,山东,,,2010-09-10,信用较好,1725,136,665,意犹未尽,https://m.weibo.cn/u/1817525627?,"https://tvax1.sinaimg.cn/crop.0.0.1242.1242.180/6c553d7bly8fiw5xe0tpkj20yi0yi77b.jpg?KID=imgbed,tva&Expires=1754336794&ssig=j60qLUxgmw",https://wx1.sinaimg.cn/orj480/6c553d7bly8fiw5xe0tpkj20yi0yi77b.jpg,39,6,False,-1,,
5644346569,时团和我都顺利,f,射手座,北京 海淀区,,,2015-07-01,信用较好,767,88,66,我的梦想是去听宋亚轩live，带妈妈去听音乐会,https://m.weibo.cn/u/5644346569?,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/0069Z6nTly8gslap32w6dj30ro0ro75v.jpg?KID=imgbed,tva&Expires=1754336796&ssig=4r%2F%2F%2B812%2F%2B",https://wx1.sinaimg.cn/orj480/0069Z6nTly8gslap32w6dj30ro0ro75v.jpg,9,0,False,-1,,
2054718785,一只猴的异想世界cccccxN,m,1900-01-01  摩羯座,辽宁,,,2011-03-30,信用较好,1138,347,170,。,https://m.weibo.cn/u/2054718785?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/7a788541ly8h3ereku0jnj20u00u0dgy.jpg?KID=imgbed,tva&Expires=1754336798&ssig=67g5FNst2k",https://wx1.sinaimg.cn/orj480/7a788541ly8h3ereku0jnj20u00u0dgy.jpg,25,1,False,220,,
2827600462,陷入沉思的卡门,m,1994-06-27  巨蟹座,浙江 杭州,,,2012-06-08,信用较好,4233,374,164,none,https://m.weibo.cn/u/2827600462?,"https://tvax1.sinaimg.cn/crop.0.0.959.959.180/a889c24ely8h67lfixconj20qn0qotai.jpg?KID=imgbed,tva&Expires=1754336800&ssig=E%2FLnqyGR6n",https://wx1.sinaimg.cn/orj480/a889c24ely8h67lfixconj20qn0qotai.jpg,35,0,False,-1,,
7736459721,是代号不是昵称,f,白羊座,黑龙江,,,2022-01-26,信用较好,1762,1,255,别管,https://m.weibo.cn/u/7736459721?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008rzoAply8hxd9o47xwaj30u00u0tbd.jpg?KID=imgbed,tva&Expires=1754336802&ssig=kQzpbnYJVF",https://wx4.sinaimg.cn/orj480/008rzoAply8hxd9o47xwaj30u00u0tbd.jpg,0,2,False,-1,,
5609540988,再减最后亿次,f,白羊座,其他,,,2015-07-05,信用极好,2320,232,1030,正是爱花钱的年纪却没有钱,https://m.weibo.cn/u/5609540988?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/0067D3Ryly8hrsmcfyqkxj30u00u0q65.jpg?KID=imgbed,tva&Expires=1754336805&ssig=7bUYzamkDk",https://wx3.sinaimg.cn/orj480/0067D3Ryly8hrsmcfyqkxj30u00u0q65.jpg,33,2,False,-1,,
