用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
5663672016,叫我任大代表,m,2003-02-22  双鱼座,四川 雅安,,,2015-07-30,信用较好,708,144,800,注意会受熵/886…,https://m.weibo.cn/u/5663672016?,"https://tvax1.sinaimg.cn/crop.0.0.844.844.180/006bibOEly8i2srzwphbjj30ng0ngt9c.jpg?KID=imgbed,tva&Expires=1753985411&ssig=lqYM19N0Iq",https://wx1.sinaimg.cn/orj480/006bibOEly8i2srzwphbjj30ng0ngt9c.jpg,9,3,False,-1,,
1725416241,叶怡兰,f,射手座,台湾 台北市,,,2010-04-05,信用极好,17401,3114000,136,饮食旅游作家。《Yilan美食生活玩家》网站与「PEKOE食品杂货铺」创办人。着有《好日好旅行》《終於嚐到真滋味》《隐居‧在旅馆》《寻味‧红茶》等书。,https://m.weibo.cn/u/1725416241?,"https://tvax3.sinaimg.cn/crop.9.0.660.660.180/66d7c331ly8fwzjzyzgpmj20il0icwnd.jpg?KID=imgbed,tva&Expires=1753985413&ssig=JmwpzZssGb",https://wx3.sinaimg.cn/orj480/66d7c331ly8fwzjzyzgpmj20il0icwnd.jpg,48,0,True,0,台湾饮食旅游作家，《Yilan美食生活玩家》网站创办人,
1705466977,一颗硬菜,f,,湖南,,,2010-03-05,信用较好,55533,474,336,2024平安健康,https://m.weibo.cn/u/1705466977?,"https://tvax2.sinaimg.cn/crop.0.0.500.500.180/65a75c61ly8hyk5oczywjj20dw0dwaaj.jpg?KID=imgbed,tva&Expires=1753985415&ssig=rtOmW2npr4",https://wx2.sinaimg.cn/orj480/65a75c61ly8hyk5oczywjj20dw0dwaaj.jpg,38,1,False,-1,,
3855728553,娷罒厸之雲嵐愛唜嗱,f,1989-08-09  狮子座,北京 海淀区,西南交通大学,,2013-10-16,信用较好,13556,319,1100,心包太虚。无魔便无佛~~~~~~··为求真实义 自得大解脱,https://m.weibo.cn/u/3855728553?,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/e5d1bfa9ly8g633iu476gj20ro0ron0f.jpg?KID=imgbed,tva&Expires=1753985417&ssig=36hZD2%2Blmv",https://wx4.sinaimg.cn/orj480/e5d1bfa9ly8g633iu476gj20ro0ron0f.jpg,41,2,False,-1,,
6231384446,mzg铁哥,m,1967-04-08  白羊座,辽宁 铁岭,,,2017-05-01,信用较好,868,13000,2790,"辽北草斋 .一丁 马 。以哲人视野.检阅自然；以道德智慧.鉴赏自然；以佛陀胸襟.拥抱自然；以庸情俗笔.抒写自然。求实.写真,严谨,公正.不入群.勿私聊。",https://m.weibo.cn/u/6231384446?,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/006NIfKKly8fkjars3bihj30ru0rutbf.jpg?KID=imgbed,tva&Expires=1753985419&ssig=kLOk42YFs6",https://wx1.sinaimg.cn/orj480/006NIfKKly8fkjars3bihj30ru0rutbf.jpg,28,6,False,-1,,
7310042802,寰球博弈录,m,天秤座,上海 黄浦区,,,2019-09-23,信用较好,157,94000,169,从世界看华夏，从华夏看世界！,https://m.weibo.cn/u/7310042802?,"https://tvax2.sinaimg.cn/crop.0.0.540.540.180/007YIc4aly8gh2xbf4cuhj30i20i9js1.jpg?KID=imgbed,tva&Expires=1753985423&ssig=PLX%2FUC76Tu",https://wx2.sinaimg.cn/orj480/007YIc4aly8gh2xbf4cuhj30i20i9js1.jpg,0,6,False,-1,,
1608877484,MooLynning,m,1900-01-01  摩羯座,广东,,,2010-12-09,信用较好,3089,525,789,Zikin 向前看！,https://m.weibo.cn/u/1608877484?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/5fe585acly8g5xfj6vjgtj20e80e8aaz.jpg?KID=imgbed,tva&Expires=1753985425&ssig=WfLuG9Wc3W",https://wx1.sinaimg.cn/orj480/5fe585acly8g5xfj6vjgtj20e80e8aaz.jpg,28,1,False,-1,,
6834235863,心牵薪-,m,双鱼座,广东 佛山,,上海盛高物业服务有限公司,2018-11-10,信用一般,20,17000,243,,https://m.weibo.cn/u/6834235863?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007svKWHly8gdnmj3lkt0j30u00u0ju3.jpg?KID=imgbed,tva&Expires=1753985427&ssig=C5RdN%2F1lBs",https://wx4.sinaimg.cn/orj480/007svKWHly8gdnmj3lkt0j30u00u0ju3.jpg,14,6,False,-1,,
2674570933,MooooCC,f,,河南 洛阳,,,2012-03-21,信用较好,312,42,45,我的微博看视频..NBA爱好者！,https://m.weibo.cn/u/2674570933?,"https://tvax1.sinaimg.cn/default/images/default_avatar_female_180.gif?KID=imgbed,tva&Expires=1753985429&ssig=fBSUrqM3co",https://ss1.sinaimg.cn/orj480/default_avatar_female_180&690,12,0,False,-1,,
6605415710,Victoria1305,f,1998-07-05  巨蟹座,其他,,,2018-07-19,信用较好,259,3480,91,努力点石成为Gold💚,https://m.weibo.cn/u/6605415710?,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007d1En4ly8gkc902vlccj30ro0roacc.jpg?KID=imgbed,tva&Expires=1753985431&ssig=zixrym0BT7",https://wx4.sinaimg.cn/orj480/007d1En4ly8gkc902vlccj30ro0roacc.jpg,13,0,False,-1,,
5262144004,钓牛娃,m,1982-08-06  狮子座,四川 成都,,,2014-08-20,信用极好,2049,5419,231,爱好炒股，喜欢短线、中线，炒股十余年，欢迎股友交流。QQ：2981846034,https://m.weibo.cn/u/5262144004?,"https://tva1.sinaimg.cn/crop.48.0.350.350.180/005K7q2ojw8eqhae6fxgmj30ci0cijt4.jpg?KID=imgbed,tva&Expires=1753985433&ssig=uen%2FaIyxgc",https://ww1.sinaimg.cn/orj480/005K7q2ojw8eqhae6fxgmj30ci0cijt4.jpg,14,0,False,-1,,
6505038955,跑路成功所以改名,f,2000-03-19  双鱼座,江苏,,,2018-03-11,信用较好,635,23,157,宁移白首之心，不堕青云之志,https://m.weibo.cn/u/6505038955?,"https://tvax1.sinaimg.cn/crop.0.0.511.511.180/0076etN9ly8hag8pog73vj30e70e70tx.jpg?KID=imgbed,tva&Expires=1753985435&ssig=SmUX7jxS3q",https://wx1.sinaimg.cn/orj480/0076etN9ly8hag8pog73vj30e70e70tx.jpg,0,0,False,-1,,
5819158280,HalseyDailyNews,f,,海外 美国,,Manic,2016-01-01,信用极好,2252,8994,396,Halsey资讯&amp;图博&amp;粉丝群私信,https://m.weibo.cn/u/5819158280?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006lOATCly8gsctvat59vj30u00u00y1.jpg?KID=imgbed,tva&Expires=1753985437&ssig=Io8fpkAipJ",https://wx2.sinaimg.cn/orj480/006lOATCly8gsctvat59vj30u00u00y1.jpg,30,4,False,-1,,
5780195755,璇子na,f,2002-02-18  水瓶座,广东,,,2015-12-04,信用较好,2086,70,92,简单干净自由。,https://m.weibo.cn/u/5780195755?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006jb6XNly8h62ipccrwjj30u00u074p.jpg?KID=imgbed,tva&Expires=1753985439&ssig=iNSHuTGMXb",https://wx2.sinaimg.cn/orj480/006jb6XNly8h62ipccrwjj30u00u074p.jpg,9,6,False,-1,,
7353304873,生活整理师豹哥,m,,其他,,,2019-12-11,信用一般,143,78,501,中国规划整理塾（CALO）一级认证生活整理师        日本规划整理协会(JALO)一级认证生活整理师      美国ICD慢性整理无能一级认证整理师,https://m.weibo.cn/u/7353304873?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/0081DIvvly8gtcts9u98cj30ro0romxy.jpg?KID=imgbed,tva&Expires=1753985441&ssig=WlCWeQm7NF",https://wx3.sinaimg.cn/orj480/0081DIvvly8gtcts9u98cj30ro0romxy.jpg,0,6,False,-1,,
7628827203,沐沐呀105,m,1918-11-21  天蝎座,湖北 武汉,,,2021-06-18,信用一般,4687,583,313,醉过才知酒浓，爱过才知情重，你不能做我的诗，正如我不能做你的梦@卡布叻_周深,https://m.weibo.cn/u/7628827203?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008khMs3ly8gsc99yjlzlj30u00u078n.jpg?KID=imgbed,tva&Expires=1753985445&ssig=x7ScDdrxM8",https://wx2.sinaimg.cn/orj480/008khMs3ly8gsc99yjlzlj30u00u078n.jpg,0,0,False,-1,,
2096066171,呵呵也哈哈,m,,其他,,,2013-08-16,信用较好,208,36,232,,https://m.weibo.cn/u/2096066171?,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/7cef6e7bly8fs8nixbr6oj20e80e8t93.jpg?KID=imgbed,tva&Expires=1753985447&ssig=cozNP%2B3sEj",https://wx4.sinaimg.cn/orj480/7cef6e7bly8fs8nixbr6oj20e80e8t93.jpg,13,1,False,-1,,
7319467320,果英196111,f,,其他,,,2019-10-14,信用较好,1857,50,27,,https://m.weibo.cn/u/7319467320?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZlJOwly8g7y1g0vb8gj30ro0ro764.jpg?KID=imgbed,tva&Expires=1753985449&ssig=6vIA7PScOc",https://wx2.sinaimg.cn/orj480/007ZlJOwly8g7y1g0vb8gj30ro0ro764.jpg,0,0,False,-1,,
1407898860,末摘花MZH,f,水瓶座,福建 宁德,,,2010-08-03,信用极好,5711,1348,358,我自静默向纷华。,https://m.weibo.cn/u/1407898860?,"https://tva3.sinaimg.cn/crop.0.1.640.640.180/53ead4ecjw8eoiawtqsavj20hs0huac1.jpg?KID=imgbed,tva&Expires=1753985451&ssig=PNgB6fsIJK",https://ww3.sinaimg.cn/orj480/53ead4ecjw8eoiawtqsavj20hs0huac1.jpg,42,1,False,-1,,
7429529964,InspeedRacing_应斯赛车,m,,上海,,,,,2723,13000,179,INSPEED职业赛车电竞车队、中国赛车电竞推广者、F1电竞中国冠军赛职业车队、赛事组织、线下体验、商务合作、设备租赁 粉丝QQ群：1083265056 WX客服：inspeedracing 官网：inspeedracing.cn B站：InspeedRacing 门店：上海市普陀区交通路2447号甘泉德必易园A202,https://m.weibo.cn/u/7429529964?,"https://tvax2.sinaimg.cn/crop.0.0.828.828.180/0086Ny8sly8gdsnp9n97hj30n00n0q3o.jpg?KID=imgbed,tva&Expires=1753985453&ssig=u3AP4fGvRT",https://wx2.sinaimg.cn/orj480/0086Ny8sly8gdsnp9n97hj30n00n0q3o.jpg,0,4,True,7,InspeedRacing应斯赛车官方微博,
6507202595,水瓶座为了美丽而奋斗,f,,浙江,,,2018-03-14,信用较好,14089,133,2543,取名废，个人微博,https://m.weibo.cn/u/6507202595?,"https://tvax3.sinaimg.cn/crop.0.0.1242.1242.180/0076nyEzly8fq2ot0rvl9j30yi0yidi6.jpg?KID=imgbed,tva&Expires=1753985456&ssig=Zo3EVQClv3",https://wx3.sinaimg.cn/orj480/0076nyEzly8fq2ot0rvl9j30yi0yidi6.jpg,4,0,False,-1,,
1038217505,dddoooooooooolllar,m,金牛座,广东 深圳,,,2009-11-10,信用较好,8904,1284,180,never say die ，never,https://m.weibo.cn/u/1038217505?,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/3de1f121ly8gdhpbv0vt8j20e80e8gn6.jpg?KID=imgbed,tva&Expires=1753985458&ssig=l9Yp4bWVJR",https://wx2.sinaimg.cn/orj480/3de1f121ly8gdhpbv0vt8j20e80e8gn6.jpg,40,1,False,220,,
6192838290,爱分享的娟子,f,1991-02-10  水瓶座,其他,,,2017-03-29,信用一般,37,9,58,懂事，幽默风趣！找我v❤ 965596201 私密护理了解814895060,https://m.weibo.cn/u/6192838290?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/006L6w8yly8g9jkf1nlxsj30ro0rojsf.jpg?KID=imgbed,tva&Expires=1753985460&ssig=kiBzzhfDEO",https://wx2.sinaimg.cn/orj480/006L6w8yly8g9jkf1nlxsj30ro0rojsf.jpg,4,0,False,-1,,
1343226663,来点任性看看,f,,其他,,,2009-10-22,信用较好,1532,391,193,,https://m.weibo.cn/u/1343226663?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/50100327ly8h563qpysyej20u00u0gvt.jpg?KID=imgbed,tva&Expires=1753985462&ssig=LHRKZ1eM8L",https://wx3.sinaimg.cn/orj480/50100327ly8h563qpysyej20u00u0gvt.jpg,30,6,False,-1,,
5963924818,真诚生活的人,m,射手座,山东,,餐饮店主,2016-06-20,信用较好,10,35,399,一个被生活洗礼过的人，经历了人生最痛苦的时候，一个不服输还在为理想奔波的人！,https://m.weibo.cn/u/5963924818?,"https://tvax1.sinaimg.cn/crop.0.0.500.500.180/006vC1hMly8i0d93beshfj30dw0dwjsj.jpg?KID=imgbed,tva&Expires=1753985464&ssig=YPpyWj5EuB",https://wx1.sinaimg.cn/orj480/006vC1hMly8i0d93beshfj30dw0dwjsj.jpg,8,1,False,-1,,
5884836030,subtan44,m,1903-01-01  摩羯座,四川 成都,,,2016-03-21,信用较好,10430,453,2857,,https://m.weibo.cn/u/5884836030?,"https://tvax3.sinaimg.cn/crop.0.0.684.684.180/006qgaGaly8gauv6wl2ikj30j00j0wgr.jpg?KID=imgbed,tva&Expires=1753985467&ssig=7EOXUff9ci",https://wx3.sinaimg.cn/orj480/006qgaGaly8gauv6wl2ikj30j00j0wgr.jpg,9,5,False,-1,,
5628917753,鸽子是个铁憨憨,f,,其他,,,2015-06-11,信用较好,64,10,149,派派,https://m.weibo.cn/u/5628917753?,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/0068WmE1ly8g41plx10ojj30ro0rogp3.jpg?KID=imgbed,tva&Expires=1753985469&ssig=mCmbsq%2BMyV",https://wx4.sinaimg.cn/orj480/0068WmE1ly8g41plx10ojj30ro0rogp3.jpg,9,0,False,-1,,
6983532899,王亦淮,m,2001-05-23  双子座,山东,,,2019-02-03,信用较好,590,49,203,,https://m.weibo.cn/u/6983532899?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/007CCbVply8gb3cag5sg9j30ro0ro759.jpg?KID=imgbed,tva&Expires=1753985471&ssig=L6QLifViYw",https://wx3.sinaimg.cn/orj480/007CCbVply8gb3cag5sg9j30ro0ro759.jpg,4,1,False,-1,,
5491364416,luenluen520,f,射手座,台湾 台北市,,,2015-01-22,信用较好,4765,298,534,love and peace.,https://m.weibo.cn/u/5491364416?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005ZDcJOly8g1af2un7jjj30ro0rowhj.jpg?KID=imgbed,tva&Expires=1753985474&ssig=%2FbGIQ0Ry8M",https://wx3.sinaimg.cn/orj480/005ZDcJOly8g1af2un7jjj30ro0rowhj.jpg,34,0,False,-1,,
