用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
6669265800,我爱你直到最后,f,1992-12-28  摩羯座,其他,,,2018-08-29,信用较好,1849,87,399,,https://m.weibo.cn/u/6669265800?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007hlyHely8gge1saavg6j30ro0ro7ba.jpg?KID=imgbed,tva&Expires=1753699276&ssig=GZuXd9Ag%2BZ",https://wx2.sinaimg.cn/orj480/007hlyHely8gge1saavg6j30ro0ro7ba.jpg,14,1,False,-1,,
6036401178,Butterfly-k,f,2003-07-16  巨蟹座,海外,,,2016-10-04,信用极好,4275,2261,275,3/4的雨水 1/4的我和你,https://m.weibo.cn/u/6036401178?,"https://tvax2.sinaimg.cn/crop.0.0.508.508.180/006Aw7Hkly8hzthfoa40gj30e40e474i.jpg?KID=imgbed,tva&Expires=1753699278&ssig=XatSouVfA0",https://wx2.sinaimg.cn/orj480/006Aw7Hkly8hzthfoa40gj30e40e474i.jpg,4,6,True,0,超话粉丝大咖（ROSÉ超话） 微博原创视频博主,
6407678993,nonoNorii,f,2003-11-14  天蝎座,其他,,,2017-11-10,信用较好,1816,95,392,我要冻结时间在最爱你的这一刻,https://m.weibo.cn/u/6407678993?,"https://tvax4.sinaimg.cn/crop.0.0.739.739.180/006ZDY1bly8i0qqje5te9j30kj0kjwfc.jpg?KID=imgbed,tva&Expires=1753699279&ssig=TtnIw6ioql",https://wx4.sinaimg.cn/orj480/006ZDY1bly8i0qqje5te9j30kj0kjwfc.jpg,3,2,False,-1,,
6260869967,用户6260869967,m,1992-06-23  巨蟹座,山西 吕梁,,个体,2017-06-21,信用较好,781,4,711,　 ∧__∧ 　/(*゜Д゜) 今天打死 /　 У~ヽ　都不起床！ (＿_ノ、＿),https://m.weibo.cn/u/6260869967?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/006PHYhFly8g7ocm80e8aj30ro0ro77i.jpg?KID=imgbed,tva&Expires=1753699281&ssig=uiRZJPE4fI",https://wx2.sinaimg.cn/orj480/006PHYhFly8g7ocm80e8aj30ro0ro77i.jpg,4,1,False,-1,,
6509604242,不关枉此行,f,,北京,,,2018-03-18,信用一般,542,82,155,华灯初映，晚风清凉。阵阵清风都是给你的祝福：愿每个夜晚，你都有一样的好心情。愿这个夏天夜风里飘扬的，总是你积攒一天的欢心和喜悦。,https://m.weibo.cn/u/6509604242?,"https://tvax3.sinaimg.cn/crop.0.0.300.300.180/0076xDqOly8fph3oi3k0lj308c08ca9x.jpg?KID=imgbed,tva&Expires=1753699282&ssig=93YCPYrQV0",https://wx3.sinaimg.cn/orj480/0076xDqOly8fph3oi3k0lj308c08ca9x.jpg,3,0,False,-1,,
5352521865,Dddddd_Sir,m,1994-09-29  天秤座,河北,,,2014-10-31,信用较好,291,101,100,世界微尘里，吾宁爱与憎。,https://m.weibo.cn/u/5352521865?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/005QeDrPly8i0lhbt9jflj30u00u0jum.jpg?KID=imgbed,tva&Expires=1753699283&ssig=bErjT%2F1bC%2F",https://wx4.sinaimg.cn/orj480/005QeDrPly8i0lhbt9jflj30u00u0jum.jpg,14,4,False,-1,,
3163258390,智能社会导师18967453097,m,,浙江 杭州,,电话 微信同号18967453097,2013-01-23,信用较好,409,134,215,连续电话18967453097 微信同号,https://m.weibo.cn/u/3163258390?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/bc8b7e16ly8gwaal9j1t5j20u00u0jtf.jpg?KID=imgbed,tva&Expires=1753699285&ssig=245jzoFeiP",https://wx3.sinaimg.cn/orj480/bc8b7e16ly8gwaal9j1t5j20u00u0jtf.jpg,4,0,False,-1,,
5485731173,我是小香猪你是大肥猪,f,双子座,海外,,,2015-01-18,信用较好,27841,241,443,野蛮追星，仗素行凶,https://m.weibo.cn/u/5485731173?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/005Zfzh3ly8i3ky385ywyj30u00u0td8.jpg?KID=imgbed,tva&Expires=1753699286&ssig=ojekmTwbIU",https://wx1.sinaimg.cn/orj480/005Zfzh3ly8i3ky385ywyj30u00u0td8.jpg,14,6,False,-1,,
6461532982,分手说嗳你,m,,广东 中山,,,2018-01-15,信用一般,27,6,121,,https://m.weibo.cn/u/6461532982?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/0073hVTUly8g5zko5wohkj30ro0rpwh3.jpg?KID=imgbed,tva&Expires=1753699287&ssig=ccshRqru0J",https://wx2.sinaimg.cn/orj480/0073hVTUly8g5zko5wohkj30ro0rpwh3.jpg,4,0,False,-1,,
6387385351,与光同尘ice,f,天蝎座,江西,,,2017-10-28,信用较好,4611,121,1150,佛系话唠憨批中二腐，🏄疯狂转发选手，正儿八经，爱中医药，爱国爱党红红品客！❤ 性格温和但是想突突所有纸皮二鬼子慕洋犬！ 嗑CP看文看风景,https://m.weibo.cn/u/6387385351?,"https://tvax2.sinaimg.cn/crop.0.0.627.627.180/006YgOInly8hpv8sbyi8hj30hf0hfaar.jpg?KID=imgbed,tva&Expires=1753699288&ssig=CjnqJkTHdU",https://wx2.sinaimg.cn/orj480/006YgOInly8hpv8sbyi8hj30hf0hfaar.jpg,9,1,False,-1,,
6295924516,珠露,f,1997-01-02  摩羯座,天津 武清区,,,2017-06-24,信用极好,1572,2043,83,人的一生是一个稍纵即逝的梦是一个幻象，因此我们应该好好地享受今世。,https://m.weibo.cn/u/6295924516?,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/006S53zCly8hp60s0q2a2j30dw0dwglv.jpg?KID=imgbed,tva&Expires=1753699292&ssig=yFG0AL1c1F",https://wx4.sinaimg.cn/orj480/006S53zCly8hp60s0q2a2j30dw0dwglv.jpg,9,5,True,0,超话主持人（藤龙也超话）,
3227018985,失去艺名了又,f,天蝎座,海外 英国,,,2013-01-25,信用极好,12953,276,1096,今天记住动作了吗,https://m.weibo.cn/u/3227018985?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/c05866e9ly8h9s34wglsdj20e80e8aaf.jpg?KID=imgbed,tva&Expires=1753699293&ssig=BrdWz3T2GM",https://wx1.sinaimg.cn/orj480/c05866e9ly8h9s34wglsdj20e80e8aaf.jpg,37,2,False,-1,,
7524571759,来杯咖啡ipd养乐多,m,,其他,,,2020-11-18,信用较好,39967,1011,555,,https://m.weibo.cn/u/7524571759?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008dekQDly8gy6omck79tj30u00u0acp.jpg?KID=imgbed,tva&Expires=1753699294&ssig=22UBjzSXJT",https://wx2.sinaimg.cn/orj480/008dekQDly8gy6omck79tj30u00u0acp.jpg,0,0,False,-1,,
2618567382,李小妞_Sunny,f,双子座,辽宁 沈阳,吉林体育学院,,2011-12-19,信用较好,1414,210,413,二十年以后，你逾不惑，我近知天命，到那时，希望，我依然可以坐在台下，听你唱歌，为你鼓掌..-,https://m.weibo.cn/u/2618567382?,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/002RdeZMly8gvo83xwgb1j60e80e80ta02.jpg?KID=imgbed,tva&Expires=1753699295&ssig=s3OAx36BjZ",https://wx2.sinaimg.cn/orj480/002RdeZMly8gvo83xwgb1j60e80e80ta02.jpg,14,0,False,-1,,
6094186252,樱花后宫,f,双子座,其他,黄冈师范学院,,2016-12-25,信用一般,123,114,196,拥有丰富内容的人，就能够享受到单独的美好！,https://m.weibo.cn/u/6094186252?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/006EqAeEly8g0k45atiyij30ro0rojt3.jpg?KID=imgbed,tva&Expires=1753699297&ssig=bmTX9Obub1",https://wx2.sinaimg.cn/orj480/006EqAeEly8g0k45atiyij30ro0rojt3.jpg,9,0,False,-1,,
7297407949,用户7297407949,m,,其他,,,2019-09-01,信用较好,49,5,153,,https://m.weibo.cn/u/7297407949?,"https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1753699298&ssig=BITVLhkgcn",https://ss1.sinaimg.cn/orj480/default_avatar_male_180&690,0,0,False,-1,,
6619485481,香菜_统治_世界,f,,其他,,,2018-08-02,信用较好,266,12,92,万事都灵,https://m.weibo.cn/u/6619485481?,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/007dYGyRly8i3jb3s4e60j30e80e8dh1.jpg?KID=imgbed,tva&Expires=1753699299&ssig=Y%2Btxmrnkx1",https://wx2.sinaimg.cn/orj480/007dYGyRly8i3jb3s4e60j30e80e8dh1.jpg,4,0,False,-1,,
2346337621,Helen_BabyFF,f,,北京 东城区,,,2012-06-07,信用较好,2952,400,137,爱自己💖,https://m.weibo.cn/u/2346337621?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/8bda4555ly8hoiap6vkv1j20u00u0q5c.jpg?KID=imgbed,tva&Expires=1753699300&ssig=VBJrIOX0n5",https://wx3.sinaimg.cn/orj480/8bda4555ly8hoiap6vkv1j20u00u0q5c.jpg,35,0,False,-1,,
6863546639,博金论术,m,01-17  摩羯座,山西 太原,,,2018-11-24,信用一般,1174,22000,56,喜欢交流的朋友可以加本人WX WX 号 ： ggjj54k,https://m.weibo.cn/u/6863546639?,"https://tvax2.sinaimg.cn/crop.0.38.346.346.180/007uuK19ly8ggrv5jh4kzj30go0apq3y.jpg?KID=imgbed,tva&Expires=1753699302&ssig=32DkyW%2BVPf",https://wx2.sinaimg.cn/orj480/007uuK19ly8ggrv5jh4kzj30go0apq3y.jpg,11,1,False,-1,,
7295852401,草莓派掌门人95,f,1998-01-24  水瓶座,吉林,,,2019-08-30,信用较好,804,159,336,,https://m.weibo.cn/u/7295852401?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/007XKEuJly8h5bqbn1u37j30u00u0wii.jpg?KID=imgbed,tva&Expires=1753699303&ssig=gMZhRU2PVa",https://wx3.sinaimg.cn/orj480/007XKEuJly8h5bqbn1u37j30u00u0wii.jpg,3,3,False,-1,,
2063091144,丨阿城丶,m,1989-05-01  金牛座,北京 崇文区,,,2011-05-22,信用较好,16499,59,1910,+8000,https://m.weibo.cn/u/2063091144?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/7af845c8ly8h51qoiyjboj20ro0roac2.jpg?KID=imgbed,tva&Expires=1753699304&ssig=4TBSc0S8PF",https://wx3.sinaimg.cn/orj480/7af845c8ly8h51qoiyjboj20ro0roac2.jpg,4,1,False,-1,,
7153747289,阿苏勒的白豹尾-,f,摩羯座,江苏,,瀚州青阳部,2019-05-21,信用较好,5159,69,452,属于我的愿与愁  镇魂,https://m.weibo.cn/u/7153747289?,"https://tvax4.sinaimg.cn/crop.0.0.658.658.180/007O8osNly8hpfya6s6k9j30ia0iagm4.jpg?KID=imgbed,tva&Expires=1753699305&ssig=nRq9u2xg3U",https://wx4.sinaimg.cn/orj480/007O8osNly8hpfya6s6k9j30ia0iagm4.jpg,4,2,False,-1,,
5239515207,吕墨逍,m,2001-08-24  处女座,其他,,,2014-08-02,信用较好,270,910,142,,https://m.weibo.cn/u/5239515207?,"https://tvax2.sinaimg.cn/crop.0.0.640.640.180/005IAtfNly8h87crto24hj30hs0hsab9.jpg?KID=imgbed,tva&Expires=1753699307&ssig=HaeXSGrsqG",https://wx2.sinaimg.cn/orj480/005IAtfNly8h87crto24hj30hs0hsab9.jpg,4,1,False,-1,,
6018899975,一只努力学飞的佩奇,f,摩羯座,其他,,,2016-11-25,信用较好,600,51,14,卷就卷！谁怕谁！,https://m.weibo.cn/u/6018899975?,"https://tvax4.sinaimg.cn/crop.0.0.960.960.180/006zkGPRly8hb6vb0ju2xj30qo0qotbb.jpg?KID=imgbed,tva&Expires=1753699308&ssig=Un29SpMHyC",https://wx4.sinaimg.cn/orj480/006zkGPRly8hb6vb0ju2xj30qo0qotbb.jpg,4,0,False,-1,,
6872948349,文明新兴,f,,其他,,,,,6520,258,11,,https://m.weibo.cn/u/6872948349?,"https://tvax2.sinaimg.cn/crop.21.8.618.618.180/007v8bPDly8fybwu1ewf0j30hs0hsgnd.jpg?KID=imgbed,tva&Expires=1753699309&ssig=t1r2XnpWQq",https://wx2.sinaimg.cn/orj480/007v8bPDly8fybwu1ewf0j30hs0hsgnd.jpg,4,0,True,2,新兴县广播电视台,
