用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
1050717372,太平苑士,m,1963-07-10  巨蟹座,江苏 南通,,,2011-09-20,信用极好,12296,2443,795,幸福很简单；简单很幸福。,https://m.weibo.cn/u/1050717372?,"https://tva1.sinaimg.cn/crop.105.373.1121.1121.180/3ea0acbcgw1ex53azs3zzj21131fxdn9.jpg?KID=imgbed,tva&Expires=1754385085&ssig=ttANBw%2BN%2Bd",https://ww1.sinaimg.cn/orj480/3ea0acbcgw1ex53azs3zzj21131fxdn9.jpg,42,1,False,220,,
5538254489,小傻zei,f,1993-10-10  天秤座,辽宁 沈阳,渤海大学,,2015-03-01,信用较好,1342,114,121,保持那份天真和善良！,https://m.weibo.cn/u/5538254489?,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/0062NWZjly8hcnv08x08wj30e80e874o.jpg?KID=imgbed,tva&Expires=1754385087&ssig=CDwCfgv85c",https://wx3.sinaimg.cn/orj480/0062NWZjly8hcnv08x08wj30e80e874o.jpg,9,0,False,-1,,
5880631719,云师课程,m,,广东 江门,,,2016-03-14,信用较好,232,95,10,,https://m.weibo.cn/u/5880631719?,"https://tvax1.sinaimg.cn/crop.0.0.664.664.180/006pYwWHly8gk4sw8o6xvj30ig0igdgj.jpg?KID=imgbed,tva&Expires=1754385089&ssig=5S1Py%2B6INW",https://wx1.sinaimg.cn/orj480/006pYwWHly8gk4sw8o6xvj30ig0igdgj.jpg,5,1,False,-1,,
3221151695,中医博士杨琳,f,处女座,广东 江门,北京中医药大学,北京中医药大学东区,2013-01-13,信用极好,548,1008,17,欢迎关注微信公众号yanglintcm,https://m.weibo.cn/u/3221151695?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/bffedfcfly8hzdy9zxnsvj20u00u075e.jpg?KID=imgbed,tva&Expires=1754385091&ssig=9y0LR2KWB9",https://wx4.sinaimg.cn/orj480/bffedfcfly8hzdy9zxnsvj20u00u075e.jpg,14,0,False,-1,,
6042034826,妞妞的昵称,f,金牛座,广东,,自由职业,2016-10-10,信用较好,521,245,59,偶尔的日常琐碎 偶尔的纸短情长,https://m.weibo.cn/u/6042034826?,"https://tvax1.sinaimg.cn/crop.0.0.828.828.180/006ATLgCly8hh8dhgmt0fj30n00n0dgl.jpg?KID=imgbed,tva&Expires=1754385093&ssig=bLbOc6zzdR",https://wx1.sinaimg.cn/orj480/006ATLgCly8hh8dhgmt0fj30n00n0dgl.jpg,9,0,False,-1,,
7343372575,橙橙学姐爱吃西瓜,f,,其他,,,2019-11-25,信用较好,13,11,17,爱吃西瓜，也爱教育人，哈哈哈哈哈哈~,https://m.weibo.cn/u/7343372575?,"https://tvax1.sinaimg.cn/crop.321.72.600.600.180/0080Y2F9ly8gpjadsit8lj30u00u076z.jpg?KID=imgbed,tva&Expires=1754385096&ssig=g69fJUqTIZ",https://wx1.sinaimg.cn/orj480/0080Y2F9ly8gpjadsit8lj30u00u076z.jpg,0,0,False,-1,,
2734284244,七七七朵儿,f,1993-10-17  天秤座,其他,,,2012-03-07,信用极好,1805,326,438,╭(╯ε╰)╮,https://m.weibo.cn/u/2734284244?,"https://tva1.sinaimg.cn/crop.0.80.480.480.180/a2f9ddd4jw8ec4a42kpvfj20dc0hs0ta.jpg?KID=imgbed,tva&Expires=1754385098&ssig=nnAdeiueGH",https://ww1.sinaimg.cn/orj480/a2f9ddd4jw8ec4a42kpvfj20dc0hs0ta.jpg,13,0,False,-1,,
6509001590,姣锅锅锅,m,,其他,,,2018-03-17,信用较好,936,28,125,,https://m.weibo.cn/u/6509001590?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/0076v6ECly8ft829kkiuaj30ro0ro41n.jpg?KID=imgbed,tva&Expires=1754385099&ssig=%2FhPUWRokiM",https://wx3.sinaimg.cn/orj480/0076v6ECly8ft829kkiuaj30ro0ro41n.jpg,9,0,False,-1,,
7317166804,奔奔的朋友,f,摩羯座,海外,,,2019-10-10,信用较好,91,8,183,快乐！,https://m.weibo.cn/u/7317166804?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007Zc5lqly8gmm9bzk2m9j30u00u0whf.jpg?KID=imgbed,tva&Expires=1754385101&ssig=FWux9z9eSS",https://wx4.sinaimg.cn/orj480/007Zc5lqly8gmm9bzk2m9j30u00u0whf.jpg,0,0,False,-1,,
7262646913,我是二坨,m,2019-10-01  天秤座,黑龙江 佳木斯,,,2019-07-26,信用较好,12,28,128,吃得多，嗨得少,https://m.weibo.cn/u/7262646913?,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/007Vvkelly8g97bqdzm0pj30e80e874z.jpg?KID=imgbed,tva&Expires=1754385105&ssig=rWCmK0%2BpoX",https://wx2.sinaimg.cn/orj480/007Vvkelly8g97bqdzm0pj30e80e874z.jpg,4,0,False,-1,,
3630924794,榛果味美式,m,天秤座,其他,,,2013-08-05,信用较好,1358,204,135,耐心是唯一的品德,https://m.weibo.cn/u/3630924794?,"https://tvax2.sinaimg.cn/crop.0.0.963.963.180/d86b83faly8h96zjyt2fpj20qr0qrwgi.jpg?KID=imgbed,tva&Expires=1754385110&ssig=Xz7d8ge5tQ",https://wx2.sinaimg.cn/orj480/d86b83faly8h96zjyt2fpj20qr0qrwgi.jpg,25,0,False,-1,,
5687518921,A酱的心灵栖息地,f,射手座,海外,,,2015-08-27,信用较好,6146,9,448,不混圈多担二三次元，日韩泰圈。随便发发。,https://m.weibo.cn/u/5687518921?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006cUfu9ly8hxa1925enrj30u00u076u.jpg?KID=imgbed,tva&Expires=1754385112&ssig=s38yhlfZSg",https://wx1.sinaimg.cn/orj480/006cUfu9ly8hxa1925enrj30u00u076u.jpg,8,0,False,-1,,
5661341444,一盒草莓崽儿,f,1999-04-10  白羊座,其他,,,2015-07-26,信用较好,3713,12,284,吃🍉摸🐟PhD🎁 💙 🐯,https://m.weibo.cn/u/5661341444?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006b8pwMly8hc476vrgc7j30u00u0gn1.jpg?KID=imgbed,tva&Expires=1754385115&ssig=Id8tBoiVK7",https://wx2.sinaimg.cn/orj480/006b8pwMly8hc476vrgc7j30u00u0gn1.jpg,4,0,False,-1,,
