用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
7742515498,搜片小能手,m,射手座,四川,四川大学,,2022-02-27,信用较好,625,357,176,助人为乐的小博主😘 😘 😘,https://m.weibo.cn/u/7742515498?,"https://tvax4.sinaimg.cn/crop.0.0.720.720.180/008rYNYely8gzucut43r4j30k00k00t2.jpg?KID=imgbed,tva&Expires=1753899226&ssig=1P9a1fKZne",https://wx4.sinaimg.cn/orj480/008rYNYely8gzucut43r4j30k00k00t2.jpg,0,3,True,0,超话主持人（影视剧名不迷路超话）,
2089038927,圣度文化-,m,狮子座,辽宁,郑州大学,,2011-04-26,信用极好,2295,9162,63,学习佛法，传递智慧！公号搜圣度文化，欢迎添加，互相交流学佛感悟！,https://m.weibo.cn/u/2089038927?,"https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/7c84344fly8go2be2tyanj20ru0rujsr.jpg?KID=imgbed,tva&Expires=1753899228&ssig=xtrxIFt6a9",https://wx2.sinaimg.cn/orj480/7c84344fly8go2be2tyanj20ru0rujsr.jpg,14,0,True,0,头条文章作者,
5067830994,淘宝闪购优惠券,f,天蝎座,湖南 湘西土家族苗族自治州,,,2014-03-12,信用较好,23855,23000,333,每日更新最新动态,https://m.weibo.cn/u/5067830994?,"https://tvax1.sinaimg.cn/crop.0.0.638.638.180/005wY6lAly8i2cyj3a5suj30hq0hq3yx.jpg?KID=imgbed,tva&Expires=1753899230&ssig=feBjGwmcNl",https://wx1.sinaimg.cn/orj480/005wY6lAly8i2cyj3a5suj30hq0hq3yx.jpg,20,4,False,220,,
6120697076,蜜汁番茄扫文记录po,f,,海外,,,2017-02-01,信用较好,803,566,52,一个无情的弃文机器📍,https://m.weibo.cn/u/6120697076?,"https://tvax3.sinaimg.cn/crop.0.0.828.828.180/006GdOUAly8h2916titc0j30n00n00tw.jpg?KID=imgbed,tva&Expires=1753899232&ssig=foK37uVaXj",https://wx3.sinaimg.cn/orj480/006GdOUAly8h2916titc0j30n00n00tw.jpg,9,1,False,-1,,
2701662022,曼卿A,f,1992-06-02  双子座,河南 郑州,,,2012-02-03,信用较好,2399,472,1001,浅笑安然……,https://m.weibo.cn/u/2701662022?,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/a1081746ly8g797su9oobj20ro0rojt8.jpg?KID=imgbed,tva&Expires=1753899234&ssig=7JMht5QIdC",https://wx4.sinaimg.cn/orj480/a1081746ly8g797su9oobj20ro0rojt8.jpg,32,0,False,-1,,
6392251399,宝洁校友会PGAlumni,m,,上海 浦东新区,,,,,255,860,352,宝洁（中国）校友会是专为宝洁前员工搭建的非盈利性平台，旨在联系友谊、职业发展、资源对接，互助共赢。,https://m.weibo.cn/u/6392251399?,"https://tvax4.sinaimg.cn/crop.0.0.200.200.180/006YBeB1ly8fl2mtlfjtvj305k05k74h.jpg?KID=imgbed,tva&Expires=1753899238&ssig=knJ3PmyFWQ",https://wx4.sinaimg.cn/orj480/006YBeB1ly8fl2mtlfjtvj305k05k74h.jpg,9,0,True,2,宝洁（中国）校友会官方微博,
1844724422,nevikuro,m,水瓶座,广东,,,2010-10-07,信用较好,5833,0,13,散步是件很私人的事🎧,https://m.weibo.cn/u/1844724422?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/6df442c6ly8htwgpvd3a7j20u00u03zx.jpg?KID=imgbed,tva&Expires=1753899241&ssig=oH8kjeL3Tz",https://wx3.sinaimg.cn/orj480/6df442c6ly8htwgpvd3a7j20u00u03zx.jpg,38,6,False,200,,
2532024413,读书美食与摄影,f,1994-07-11  巨蟹座,海外,吉林大学,,2011-12-15,信用极好,31,1056,424,哇！你在发光呀！ OK，那就活的更酷一点！,https://m.weibo.cn/u/2532024413?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/96eba05dly8hl0cpg8uz1j20u00u0qc6.jpg?KID=imgbed,tva&Expires=1753899245&ssig=fO9XbeBYrT",https://wx4.sinaimg.cn/orj480/96eba05dly8hl0cpg8uz1j20u00u0qc6.jpg,37,1,False,-1,,
7249778627,难道菜就不能打游戏吗,m,,其他,,,2019-07-22,信用较好,863,3,819,,https://m.weibo.cn/u/7249778627?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007UDkBlly8gpitnh7k6kj30u00u0go2.jpg?KID=imgbed,tva&Expires=1753899247&ssig=PZhgPacO0p",https://wx4.sinaimg.cn/orj480/007UDkBlly8gpitnh7k6kj30u00u0go2.jpg,4,0,False,-1,,
6635960077,明天会会更更好好,f,,其他,,,2018-08-14,信用较好,351,162,522,哪里有思想，哪里就有威力。,https://m.weibo.cn/u/6635960077?,"https://tvax2.sinaimg.cn/crop.0.0.664.664.180/007f5Om9ly8gbdii0da1pj30ig0iggml.jpg?KID=imgbed,tva&Expires=1753899249&ssig=ScqKWNm47l",https://wx2.sinaimg.cn/orj480/007f5Om9ly8gbdii0da1pj30ig0iggml.jpg,11,0,False,-1,,
