用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
5592999895,小王会瘦的呀,f,1997-02-15  水瓶座,湖南 长沙,安乡一中,上海迪士尼实习,2015-05-16,信用较好,653,98,794,生活是自己的，尽情打扮尽情可爱,https://m.weibo.cn/u/5592999895?,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/0066vELJly8gjz20serikj30ro0rptb6.jpg?KID=imgbed,tva&Expires=1753699578&ssig=4ZrtSMbNJT",https://wx1.sinaimg.cn/orj480/0066vELJly8gjz20serikj30ro0rptb6.jpg,9,6,False,-1,,
1836777002,Holiday千千,f,1995-08-01  狮子座,湖北 武汉,,,2010-10-02,信用极好,951,7202,407,👼🏻花房无🌸,https://m.weibo.cn/u/1836777002?,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/6d7afe2aly8g69evmigbfj20e80e8q35.jpg?KID=imgbed,tva&Expires=1753699590&ssig=LsOW8Yd8Y8",https://wx3.sinaimg.cn/orj480/6d7afe2aly8g69evmigbfj20e80e8q35.jpg,43,2,False,-1,,
3282787763,猫勒个咪呀呀呀,f,金牛座,山东,,,2014-03-06,信用较好,8564,304,394,留白,https://m.weibo.cn/u/3282787763?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/c3ab5db3ly8gzum1d1dygj20u00u0diy.jpg?KID=imgbed,tva&Expires=1753699592&ssig=cuDjZJfLqa",https://wx3.sinaimg.cn/orj480/c3ab5db3ly8gzum1d1dygj20u00u0diy.jpg,14,0,False,-1,,
3887988382,赤耳_D,m,1989-08-09  狮子座,广东 深圳,,,2013-11-05,信用较好,76,427,1607,,https://m.weibo.cn/u/3887988382?,"https://tva4.sinaimg.cn/crop.0.17.640.640.180/e7bdfe9ejw8eaaghfqeq3j20hs0iqwf6.jpg?KID=imgbed,tva&Expires=1753699593&ssig=1oN0uu6%2Bwt",https://ww4.sinaimg.cn/orj480/e7bdfe9ejw8eaaghfqeq3j20hs0iqwf6.jpg,14,1,False,-1,,
5312853214,有球必应窝,f,1999-11-16  天蝎座,湖南,长沙师范学院,娱乐,2014-10-02,信用一般,560,3396,238,一个看足球篮球的小姐姐,https://m.weibo.cn/u/5312853214?,"https://tvax2.sinaimg.cn/crop.0.0.828.828.180/005NybOSly8g6fqrurxozj30n00n0wfa.jpg?KID=imgbed,tva&Expires=1753699595&ssig=8MOAqphviJ",https://wx2.sinaimg.cn/orj480/005NybOSly8g6fqrurxozj30n00n0wfa.jpg,9,2,False,-1,,
5668952327,Lwnixndk-莱温,f,,湖北 武汉,中央美术学院,,2015-08-05,信用较好,3846,676,1330,小黑马，哪里去，带着你的死骑士？,https://m.weibo.cn/u/5668952327?,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/006bElsXly8frlhgpi96tj30e80e8glz.jpg?KID=imgbed,tva&Expires=1753699596&ssig=BthuNGti0H",https://wx1.sinaimg.cn/orj480/006bElsXly8frlhgpi96tj30e80e8glz.jpg,40,6,False,-1,,
6070173327,寻狗找狗,m,,广东,,,2016-11-16,信用较好,5779,47,35,【私信不看】请v+zhaogou06 拉你进同城寻宠协会群转发扩散寻宠。,https://m.weibo.cn/u/6070173327?,"https://tva2.sinaimg.cn/crop.0.0.960.960.180/006CNPnpjw8f9u7p3gj91j30qo0qowga.jpg?KID=imgbed,tva&Expires=1753699598&ssig=btuLU5T5tc",https://ww2.sinaimg.cn/orj480/006CNPnpjw8f9u7p3gj91j30qo0qowga.jpg,4,0,False,-1,,
6070386321,世界学徒62188,m,,福建 漳州,,,2016-11-26,信用较好,72,189,924,,https://m.weibo.cn/u/6070386321?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/006COIMNly8gbo36jgl5rj30ro0roabq.jpg?KID=imgbed,tva&Expires=1753699599&ssig=zkhiZSoQdk",https://wx3.sinaimg.cn/orj480/006COIMNly8gbo36jgl5rj30ro0roabq.jpg,4,0,False,-1,,
6324873303,少减多加,m,,其他,,,2017-07-28,信用较好,14,56,113,,https://m.weibo.cn/u/6324873303?,"https://tvax2.sinaimg.cn/crop.0.0.751.751.180/006U2wtxly8gvkcrs9ik4j60kv0kv0ta02.jpg?KID=imgbed,tva&Expires=1753699602&ssig=M5XZpvmSmf",https://wx2.sinaimg.cn/orj480/006U2wtxly8gvkcrs9ik4j60kv0kv0ta02.jpg,3,0,False,-1,,
7328544040,mommmmni,m,,其他,,,2019-10-27,信用较好,343,16,336,动物园里有什么？有岽🐷、废驢、瘸🐭，再添一碗榨菜窝瓜饭,https://m.weibo.cn/u/7328544040?,"https://tvax4.sinaimg.cn/crop.0.0.480.480.180/007ZXP5ely8i3akdhh65wj30dc0dcq3f.jpg?KID=imgbed,tva&Expires=1753699605&ssig=wsxVIUcnc%2B",https://wx4.sinaimg.cn/orj480/007ZXP5ely8i3akdhh65wj30dc0dcq3f.jpg,0,1,False,-1,,
