用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
6345794615,想飞去宇宙做只太空狗,f,,广东,,,2017-08-19,信用较好,7283,71,681,这是个垃圾号谢谢！,https://m.weibo.cn/u/6345794615?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006Vsj43ly8h4h6dv4gb9j30u00u0wh1.jpg?KID=imgbed,tva&Expires=1753699027&ssig=njVgesBlLj",https://wx2.sinaimg.cn/orj480/006Vsj43ly8h4h6dv4gb9j30u00u0wh1.jpg,9,2,False,-1,,
7373530779,屎屎要磕糖,f,2008-10-22  天秤座,其他,,,2020-01-17,信用较好,776,52,456,be myself,https://m.weibo.cn/u/7373530779?,"https://tvax3.sinaimg.cn/crop.0.0.761.761.180/00830AbNly8hm9vnm2rd4j30l50l5abe.jpg?KID=imgbed,tva&Expires=1753699029&ssig=7PaazkTVTY",https://wx3.sinaimg.cn/orj480/00830AbNly8hm9vnm2rd4j30l50l5abe.jpg,0,1,False,-1,,
5634780666,荒野仙踪·,f,双鱼座,陕西 西安,,,2015-06-18,信用较好,185,1601,112,,https://m.weibo.cn/u/5634780666?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/0069kXR8ly8hfaks5lvitj30u00u043x.jpg?KID=imgbed,tva&Expires=1753699030&ssig=kO39Fwlvfq",https://wx4.sinaimg.cn/orj480/0069kXR8ly8hfaks5lvitj30u00u043x.jpg,35,8,False,-1,,
6508034115,恒力期货产业服务部,f,,其他,,恒力集团有限公司,2018-03-15,信用一般,76,4,26,恒力期货产业服务部 V：kosamedalian,https://m.weibo.cn/u/6508034115?,"https://tvax4.sinaimg.cn/crop.0.0.474.474.180/0076r2Ybly1gybrp0neg2j30d60d6wej.jpg?KID=imgbed,tva&Expires=1753699031&ssig=3K98Caf1w0",https://wx4.sinaimg.cn/orj480/0076r2Ybly1gybrp0neg2j30d60d6wej.jpg,0,0,False,-1,,
2034868633,xxx-256,f,,广东,,,2011-03-20,信用较好,711,81,287,今天减肥了吗......,https://m.weibo.cn/u/2034868633?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/7949a199ly8hdwqvz84ayj20u00u0q46.jpg?KID=imgbed,tva&Expires=1753699033&ssig=zfG8jVzVJ8",https://wx1.sinaimg.cn/orj480/7949a199ly8hdwqvz84ayj20u00u0q46.jpg,9,1,False,-1,,
5099140737,用户62zlhaa65o,f,水瓶座,西藏 拉萨,,,2014-04-08,信用较好,133,2,131,,https://m.weibo.cn/u/5099140737?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005z5trrly8gdzbhhf66kj30ro0rowg3.jpg?KID=imgbed,tva&Expires=1753699034&ssig=BkNz6g1DYV",https://wx3.sinaimg.cn/orj480/005z5trrly8gdzbhhf66kj30ro0rowg3.jpg,4,0,False,-1,,
2813067721,猫杞_,f,10-28  天蝎座,北京,北京一七一中,,2012-07-31,信用较好,6881,544,1338,喝西药调理一下吧你。,https://m.weibo.cn/u/2813067721?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/a7ac01c9ly8i2u15hig01j20u00u0q5u.jpg?KID=imgbed,tva&Expires=1753699036&ssig=ZZ07r4lzHY",https://wx4.sinaimg.cn/orj480/a7ac01c9ly8i2u15hig01j20u00u0q5u.jpg,37,6,False,-1,,
3818136035,雒维涛,m,1981-02-25  双鱼座,陕西 西安,西安文理学院,西安惠安中学,2013-09-29,信用较好,773,36,37,生活本身就是一种修行！,https://m.weibo.cn/u/3818136035?,"https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1753699038&ssig=CPBxj0iYL2",https://ss1.sinaimg.cn/orj480/default_avatar_male_180&690,4,0,False,-1,,
5297734674,jiazhitouzi8888,m,,上海 浦东新区,,,2014-09-17,信用一般,57,6,81,大盘，股指期货，融资融券,https://m.weibo.cn/u/5297734674?,"https://tvax2.sinaimg.cn/crop.137.63.434.434.180/005MwKNsly8g44gcdmmypj30lr0eitbv.jpg?KID=imgbed,tva&Expires=1753699040&ssig=ErLyMGBRK%2F",https://wx2.sinaimg.cn/orj480/005MwKNsly8g44gcdmmypj30lr0eitbv.jpg,4,0,False,-1,,
2434648785,鱼鳍飞,m,,北京 海淀区,厦门大学,,2011-10-30,信用较好,923,53,76,,https://m.weibo.cn/u/2434648785?,"https://tvax4.sinaimg.cn/crop.0.0.180.180.180/911dcad1ly8fhnzv2fy97j2050050t8i.jpg?KID=imgbed,tva&Expires=1753699042&ssig=m4gJUTQ6%2B%2F",https://wx4.sinaimg.cn/orj480/911dcad1ly8fhnzv2fy97j2050050t8i.jpg,14,6,False,-1,,
