用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
3313803750,章小鱼tun,f,2021-10-14  天秤座,其他,,,2013-05-09,信用较好,210,1634,414,在世间本就是各人下雪，各人有各人的隐晦和皎洁。,https://m.weibo.cn/u/3313803750?,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/c584a1e6ly8hdbwgdnb5jj20e80e874y.jpg?KID=imgbed,tva&Expires=1753962725&ssig=Yakdu%2BtzDz",https://wx4.sinaimg.cn/orj480/c584a1e6ly8hdbwgdnb5jj20e80e874y.jpg,32,5,False,-1,,
2142226001,六斤少一点点,m,水瓶座,浙江,,,2011-05-26,信用较好,924,312,369,不犯错，做对事,https://m.weibo.cn/u/2142226001?,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/7fafc651ly8hawu3ofmj3j20go0gowg8.jpg?KID=imgbed,tva&Expires=1753962727&ssig=Pb%2FhQk9kR0",https://wx4.sinaimg.cn/orj480/7fafc651ly8hawu3ofmj3j20go0gowg8.jpg,31,2,False,-1,,
1849287000,莫一兮79930,m,09-30  天秤座,安徽 合肥,合肥学院,合肥小学老师,2011-05-25,信用较好,6718,2368,1844,人像约拍，可自带想法！,https://m.weibo.cn/u/1849287000?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/6e39e158ly8gonpdtw1oyj20ro0ro76p.jpg?KID=imgbed,tva&Expires=1753962728&ssig=g0sQ8xK3FP",https://wx3.sinaimg.cn/orj480/6e39e158ly8gonpdtw1oyj20ro0ro76p.jpg,38,6,False,-1,,
2288304842,小朵的笑笑,f,,浙江 杭州,,,2011-08-05,信用较好,984,114,196,,https://m.weibo.cn/u/2288304842?,"https://tva1.sinaimg.cn/crop.0.0.180.180.180/8864c2cajw1f4f4w2emtvj20500503yq.jpg?KID=imgbed,tva&Expires=1753962731&ssig=gpqrl%2FzXbR",https://ww1.sinaimg.cn/orj480/8864c2cajw1f4f4w2emtvj20500503yq.jpg,11,0,False,-1,,
1941140257,叶梓诺cynthia,f,03-22  白羊座,辽宁,,,2011-01-29,信用较好,252,759,43,,https://m.weibo.cn/u/1941140257?,"https://tvax1.sinaimg.cn/crop.0.0.828.828.180/73b37321ly8gg77vtw87wj20n00n0tai.jpg?KID=imgbed,tva&Expires=1753962733&ssig=F5CPjz%2ByZW",https://wx1.sinaimg.cn/orj480/73b37321ly8gg77vtw87wj20n00n0tai.jpg,24,0,False,220,,
3280561655,又双叒叕嘂,m,1987-10-22  天秤座,台湾 其他,,,2013-02-13,信用较好,3762,153,99,当你活成了别人不敢活的样子 那你就冒犯了他们装模作样的人生……,https://m.weibo.cn/u/3280561655?,"https://tvax4.sinaimg.cn/crop.0.0.888.888.180/c38965f7ly8fsb0o9jb70j20oo0oowh1.jpg?KID=imgbed,tva&Expires=1753962736&ssig=6lVlInzLlv",https://wx4.sinaimg.cn/orj480/c38965f7ly8fsb0o9jb70j20oo0oowh1.jpg,32,0,False,-1,,
5148587913,牛津大学赛德商学院,m,,海外 英国,,,,,1346,19000,121,英语世界最古老牛津大学的官方商学院。合作沟通事务联系，请邮件jun.cao@sbs.ox.ac.uk,https://m.weibo.cn/u/5148587913?,"https://tvax3.sinaimg.cn/crop.0.0.400.400.180/005CqWUxly8fvnag9hizwj30b40b4t8o.jpg?KID=imgbed,tva&Expires=1753962738&ssig=JClVD%2FjNZo",https://wx3.sinaimg.cn/orj480/005CqWUxly8fvnag9hizwj30b40b4t8o.jpg,32,6,True,4,牛津大学赛德商学院官方微博,
5647839845,snow雪90狼wolf,m,1990-02-09  水瓶座,辽宁 鞍山,,,2015-07-07,信用较好,514,96,438,为自己的未来拼搏一把，让自己的人生不留遗憾。,https://m.weibo.cn/u/5647839845?,"https://tva1.sinaimg.cn/crop.0.0.664.664.180/006adL93jw8f92zuo6opdj30ig0igwfl.jpg?KID=imgbed,tva&Expires=1753962740&ssig=W%2FqRRjcrUN",https://ww1.sinaimg.cn/orj480/006adL93jw8f92zuo6opdj30ig0igwfl.jpg,9,1,False,-1,,
3738223382,财经擒龙者,m,双子座,上海,北京金融学院,,2013-08-23,信用极好,53410,564000,3654,金融学博士，财经名博，著名投资人，擒龙者大力倡导大趋势投资理念，追求财富的长期复合增长！,https://m.weibo.cn/u/3738223382?,"https://tvax1.sinaimg.cn/crop.0.0.800.800.180/ded0c316ly8hkljfbbujxj20m80m8mxv.jpg?KID=imgbed,tva&Expires=1753962742&ssig=igyI06wkNK",https://wx1.sinaimg.cn/orj480/ded0c316ly8hkljfbbujxj20m80m8mxv.jpg,36,2,True,0,财经博主 长江证劵首席操盘手,
6472520238,狐里里Lilith,f,双鱼座,其他,苏州大学,,2018-03-18,信用较好,667,239000,84,一个神棍（。INTP,https://m.weibo.cn/u/6472520238?,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/007422bIly8gqutz3t40mj30e80e8dfz.jpg?KID=imgbed,tva&Expires=1753962744&ssig=Prikqwa6Vc",https://wx4.sinaimg.cn/orj480/007422bIly8gqutz3t40mj30e80e8dfz.jpg,0,2,True,0,星座命理博主,
5024511529,遇见你竟花光所有勇气,f,1997-11-03  天蝎座,海外 其他,,,2014-02-06,信用较好,653,215,22,永远屈服于温柔。,https://m.weibo.cn/u/5024511529?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/005u2kYxly8hmzuj3pbuyj30u00u0778.jpg?KID=imgbed,tva&Expires=1753962746&ssig=RGC4yBYijP",https://wx3.sinaimg.cn/orj480/005u2kYxly8hmzuj3pbuyj30u00u0778.jpg,36,8,False,-1,,
5878771962,费尔法克斯小姐,f,,上海,,谁知道呢,2016-03-10,信用较好,3965,212,851,只要你足够自律，人生不过是关关难过关关过,https://m.weibo.cn/u/5878771962?,"https://tva2.sinaimg.cn/crop.0.0.511.511.180/006pQJ8Cjw8f2zwyxuogxj30e70e8dgg.jpg?KID=imgbed,tva&Expires=1753962748&ssig=wRVcY2Yd3s",https://ww2.sinaimg.cn/orj480/006pQJ8Cjw8f2zwyxuogxj30e70e8dgg.jpg,9,1,False,-1,,
2263092344,BH4QXW,m,1984-10-27  天蝎座,江苏,,,2011-07-23,信用极好,7554,7134,3225,专业办pos机,https://m.weibo.cn/u/2263092344?,"https://tva1.sinaimg.cn/crop.0.0.1080.1080.180/86e40c78jw8ew5s965gndj20u00u0ack.jpg?KID=imgbed,tva&Expires=1753962749&ssig=r6Mqc8KUST",https://ww1.sinaimg.cn/orj480/86e40c78jw8ew5s965gndj20u00u0ack.jpg,36,5,False,-1,,
5717585705,奕名Capable,m,天秤座,辽宁 沈阳,沈阳理工大学,,2015-10-04,信用较好,2143,380,575,这一劫，我却是苦熬了过去，这话语，便不会再与你讲起！遥远的你，遥远的自己，循环的记忆，不停的思绪，这日夜，也总算要淡忘成了过去。看！那是仙女,https://m.weibo.cn/u/5717585705?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006eWpehly8gzsc57bspij30u00u0abl.jpg?KID=imgbed,tva&Expires=1753962752&ssig=4Fp1PL%2F0Y9",https://wx2.sinaimg.cn/orj480/006eWpehly8gzsc57bspij30u00u0abl.jpg,9,1,False,-1,,
2192242611,孙晴博主,f,,辽宁 沈阳,,,2011-06-22,信用较好,761,27,21,优质视频博主,https://m.weibo.cn/u/2192242611?,"https://tva3.sinaimg.cn/crop.0.0.1080.1080.180/82aaf7b3jw8etnud1q0z5j20u00u00vp.jpg?KID=imgbed,tva&Expires=1753962753&ssig=sD%2FJL8CpHI",https://ww3.sinaimg.cn/orj480/82aaf7b3jw8etnud1q0z5j20u00u00vp.jpg,9,0,False,-1,,
6227559256,是小乖吖吖,f,,广东,,,2017-05-05,信用较好,1213,26000,493,一个混油皮的话唠,https://m.weibo.cn/u/6227559256?,"https://tvax1.sinaimg.cn/crop.7.0.498.498.180/006NscE8ly8ffaiovk6yxj30e80dut96.jpg?KID=imgbed,tva&Expires=1753962757&ssig=0Nwh4PtxbS",https://wx1.sinaimg.cn/orj480/006NscE8ly8ffaiovk6yxj30e80dut96.jpg,4,6,False,-1,,
