用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息,上次记录微博信息
2232021994,澄興億念,f,1998-10-23  天秤座,海外 美国,,,2011-07-07,信用极好,1293,829,424,【度一切苦厄】,https://m.weibo.cn/u/2232021994?,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/8509f3ealy8hr5k1gtslcj20e80e8we9.jpg?KID=imgbed,tva&Expires=1753699443&ssig=TEZWJCd360",https://wx4.sinaimg.cn/orj480/8509f3ealy8hr5k1gtslcj20e80e8we9.jpg,40,6,False,-1,,
5463365575,类风湿不可怕,f,,湖北,,,2015-01-05,信用较好,275,53,243,如果你不幸跟我一样患有类风湿，那么出来我们一起讨论如何战胜它吧！,https://m.weibo.cn/u/5463365575?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/005XJIXBly8g2n6hh6g8xj30ro0rodhn.jpg?KID=imgbed,tva&Expires=1753699446&ssig=EKDq50SRQj",https://wx2.sinaimg.cn/orj480/005XJIXBly8g2n6hh6g8xj30ro0rodhn.jpg,14,0,False,-1,,
3089642852,老搁,m,,河南 郑州,,,2012-12-20,信用较好,469,47,32,,https://m.weibo.cn/u/3089642852?,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/b8283564ly8gu5obihcsbj20e80e8js1.jpg?KID=imgbed,tva&Expires=1753699447&ssig=TYt47PtCCm",https://wx2.sinaimg.cn/orj480/b8283564ly8gu5obihcsbj20e80e8js1.jpg,9,0,False,-1,,
7764411295,goodnight0323,f,天蝎座,其他,,,2022-06-13,信用一般,344,7,81,娜俊,https://m.weibo.cn/u/7764411295?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008tsG4fly8hacwvt2jctj30u00u0jtb.jpg?KID=imgbed,tva&Expires=1753699448&ssig=2LvaH2Zju7",https://wx4.sinaimg.cn/orj480/008tsG4fly8hacwvt2jctj30u00u0jtb.jpg,0,0,False,-1,,
2879528812,__yue,f,1993-09-23  天秤座,广东 中山,内蒙古工业大学,,2012-07-24,信用极好,192,77,437,非标准迷妹,https://m.weibo.cn/u/2879528812?,"https://tvax1.sinaimg.cn/crop.0.0.354.354.180/aba21f6cly8g4hzwviz7vj209u09u3yt.jpg?KID=imgbed,tva&Expires=1753699450&ssig=CIk3AeCnFu",https://wx1.sinaimg.cn/orj480/aba21f6cly8g4hzwviz7vj209u09u3yt.jpg,14,1,False,-1,,
2011419140,诠释的是自己,m,狮子座,新疆,,,2011-03-15,信用较好,1170,441,315,你要讲道理我们就讲道理。你要打拳我可以让你选日本模式还是韩国模式。,https://m.weibo.cn/u/2011419140?,"https://tva4.sinaimg.cn/crop.0.0.511.511.180/77e3d204jw8f26jfsbu6fj20e80e7t8z.jpg?KID=imgbed,tva&Expires=1753699451&ssig=TG0JkoaoS6",https://ww4.sinaimg.cn/orj480/77e3d204jw8f26jfsbu6fj20e80e7t8z.jpg,21,1,False,-1,,
3105149011,红肥绿瘦粥,m,,上海,,,2012-11-08,信用极好,4069,31000,175,,https://m.weibo.cn/u/3105149011?,"https://tva3.sinaimg.cn/crop.0.0.512.512.180/b914d053jw8f1iek2erssj20e80e8t97.jpg?KID=imgbed,tva&Expires=1753699452&ssig=ccx%2B7hsrZG",https://ww3.sinaimg.cn/orj480/b914d053jw8f1iek2erssj20e80e8t97.jpg,41,6,False,-1,,
5796866903,小小夏提,m,巨蟹座,新疆,,尤卡摄影工作室 ,2015-12-17,信用较好,358,13000,1022,Never forget to say “thanks”.🌱,https://m.weibo.cn/u/5796866903?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/006kj3Thly8g4x9jj3v1uj30ro0ro41c.jpg?KID=imgbed,tva&Expires=1753699454&ssig=psSjfpuBrL",https://wx3.sinaimg.cn/orj480/006kj3Thly8g4x9jj3v1uj30ro0ro41c.jpg,26,3,False,-1,,
7470636598,O奢侈品大牌包包,m,1998-05-20  金牛座,河南,,,2020-06-13,信用一般,2186,1449,2210,vx咨询15236165715。,https://m.weibo.cn/u/7470636598?,"https://tvax2.sinaimg.cn/crop.0.0.750.750.180/0089A1QGly8ggyx5o5i8sj30ku0kuq67.jpg?KID=imgbed,tva&Expires=1753699456&ssig=%2BKy3KAtNvp",https://wx2.sinaimg.cn/orj480/0089A1QGly8ggyx5o5i8sj30ku0kuq67.jpg,0,0,False,-1,,
5417012052,许愿月夜星晴,f,白羊座,上海,上海海事大学,阿拉德,2014-12-13,信用较好,1154,28,132,Let's start at rainbow,https://m.weibo.cn/u/5417012052?,"https://tvax4.sinaimg.cn/crop.0.0.240.240.180/005UBei8ly8hft8jfdbmcj306o06oq2x.jpg?KID=imgbed,tva&Expires=1753699459&ssig=F5y5v1rgNV",https://wx4.sinaimg.cn/orj480/005UBei8ly8hft8jfdbmcj306o06oq2x.jpg,9,1,False,-1,,
6684554186,抹茶布丁去冰三分甜_,f,天蝎座,广东 广州,华南师范大学,,2018-09-07,信用较好,5212,177,535,开心就好～,https://m.weibo.cn/u/6684554186?,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007inHU6ly8gpv8pd39j4j30ro0rowfr.jpg?KID=imgbed,tva&Expires=1753699460&ssig=7n2l%2B8hsGP",https://wx2.sinaimg.cn/orj480/007inHU6ly8gpv8pd39j4j30ro0rowfr.jpg,9,5,False,-1,,
7796162596,忘了我吧404,m,1999-04-24  金牛座,北京,,,2022-10-17,信用较好,111,23,59,,https://m.weibo.cn/u/7796162596?,"https://tvax2.sinaimg.cn/crop.0.0.960.960.180/008vBU20ly8hncsdrd5zzj30qo0qomzm.jpg?KID=imgbed,tva&Expires=1753699462&ssig=JRgWBVFk6G",https://wx2.sinaimg.cn/orj480/008vBU20ly8hncsdrd5zzj30qo0qomzm.jpg,0,2,False,-1,,
